parent,child,lambda_val,child_size
2994,1170,2.8344715386640855,1
2995,251,4.689932140248127,1
3013,1757,3.3421967696788957,1
3014,493,14.23305357405916,1
3015,2507,33.60003635212299,1
3016,3025,5.479859264887416,6
3016,3026,5.479859264887416,9
3017,1125,2.3734142544636896,1
3018,3027,1.720568072691752,28
3018,3028,1.720568072691752,61
3007,1083,3.5454991334948804,1
3019,1048,6.696424326421201,1
3020,3029,1.0396920960697809,115
3020,3030,1.0396920960697809,584
2987,2645,3.872206460200498,1
2999,2548,71.053394035035,1
3000,635,14.22593638047937,1
2989,1619,23.00469938569037,1
3001,2250,9.088691959037817,1
3021,3031,2.0930447178648457,12
3021,3032,2.0930447178648457,55
3022,3033,0.9271807334350965,38
3022,3034,0.9271807334350965,217
3023,248,4.915118364947823,1
3024,3035,1.2435358787317488,9
3024,3036,1.2435358787317488,908
2944,2836,38.09929524124632,1
2945,332,57.56853181883736,1
2953,2338,55.487655443995166,1
2991,398,17.464323713844504,1
2992,1879,11.869827532031358,1
2948,3037,32.790731125977764,19
2948,3038,32.790731125977764,7
2949,2633,82.41928550030204,1
2963,1921,63.42641446737833,1
2964,2490,41.57480374698757,1
3011,1929,18.120431525853697,1
2959,711,28.69153724598548,1
2969,1303,206.4212523511113,1
2969,2623,206.4212523511113,1
2969,1227,206.4212523511113,1
2969,683,206.4212523511113,1
2969,87,206.4212523511113,1
2970,737,65.78854360040691,1
2973,1341,26.889035337364856,1
2977,1349,33.74566274235469,1
2983,119,1.2457158120134326,1
2984,2483,5.874088687097843,1
3003,1778,9.28177863490289,1
3004,249,13.273196999030274,1
2994,1114,2.8712502252099097,1
2995,2106,5.061171341354588,1
3013,486,13.177336643526992,1
3014,1627,14.62297659715425,1
3015,534,37.55932171961881,1
3025,1847,12.727499570429766,1
3026,998,14.730761720420633,1
3017,2756,2.4767617140749647,1
3027,2514,2.092711495941502,1
3028,2342,1.8617139151796764,1
3007,1744,3.697974670580312,1
3019,2642,9.445658313623658,1
3029,3039,2.4108899504813555,51
3029,3040,2.4108899504813555,64
3030,3041,1.1615454436613284,48
3030,3042,1.1615454436613284,536
2987,406,18.30858908779613,1
2999,1881,90.70162624955671,1
3000,588,14.737273344877876,1
2989,357,23.438844495681185,1
3001,1145,12.530514431615348,1
3031,173,3.110312477332133,1
3032,3043,2.777531186933527,14
3032,3044,2.777531186933527,41
3033,3045,1.3819661040888218,13
3033,3046,1.3819661040888218,25
3034,3047,1.1566059253469967,23
3034,3048,1.1566059253469967,194
3023,1468,20.488615260334605,1
3035,279,11.823416893646455,1
3036,3049,1.3017562047721858,8
3036,3050,1.3017562047721858,900
2944,2495,38.23538283364652,1
2945,977,66.76406736738016,1
2953,120,57.85604418050562,1
2991,397,17.7273317281961,1
2992,1385,12.52361124695682,1
3037,2879,32.790731125977764,1
3038,2241,36.61616610298119,1
2949,2837,87.64313368803239,1
2963,2538,64.59926424838919,1
2963,2541,64.59926424838919,1
2963,237,64.59926424838919,1
2963,2821,64.59926424838919,1
2963,396,64.59926424838919,1
2964,1953,45.7663729104192,1
3011,146,24.78522448483285,1
2959,1325,30.947182225940672,1
2970,418,72.99253297233282,1
2973,1949,27.503858052461958,1
2977,759,36.42896209020807,1
2983,2193,14.772758213512205,1
2984,3051,5.942823856099419,7
2984,3052,5.942823856099419,17
3003,961,10.09603879916001,1
3004,2102,13.467312658533405,1
2994,351,2.875975875858948,1
2995,1084,11.382802681773027,1
3013,1751,13.193215035836928,1
3014,3053,14.979456663277727,7
3014,3054,14.979456663277727,14
3015,96,128.33093464834403,1
3025,2704,12.727499570429766,1
3025,1172,12.727499570429766,1
3025,539,12.727499570429766,1
3025,1131,12.727499570429766,1
3025,1807,12.727499570429766,1
3026,1163,17.205575024909955,1
3017,265,3.2765265686123826,1
3027,2831,3.374126651368032,1
3028,1442,2.151360442706263,1
3007,2104,3.8764776571333783,1
3019,417,9.624024017937442,1
3039,372,2.4379384686777947,1
3040,3055,3.0260623276043117,38
3040,3056,3.0260623276043117,26
3041,7,2.2354384612079596,1
3042,1648,1.3202428402895836,1
2987,1154,20.92522498853305,1
2999,2707,101.06138300564842,1
3000,2613,17.182055014443574,1
2989,1617,24.52380770082368,1
3001,2746,13.382618227983981,1
3031,1386,3.596877426216911,1
3043,1268,3.8469491713446136,1
3044,3057,2.975042598512224,21
3044,3058,2.975042598512224,20
3045,659,11.339685039383186,1
3046,3059,1.3950231737372156,11
3046,3060,1.3950231737372156,14
3047,3061,9.461108404730432,10
3047,3062,9.461108404730432,13
3048,638,1.8997616491803104,1
3023,1481,21.9531975893872,1
3035,1490,16.736760891934512,1
3049,1283,23.64143185096065,1
3050,3063,1.389331815935808,124
3050,3064,1.389331815935808,776
2944,2046,38.380046704172926,1
2944,2678,38.380046704172926,1
2944,2012,38.380046704172926,1
2945,1035,67.6086802587666,1
2953,1592,86.69635589832055,1
2991,277,19.202535342590526,1
2992,2169,17.772558379621092,1
3037,780,35.53719261578239,1
3038,302,38.12020435631601,1
2949,710,106.36211318448677,1
2964,2060,46.25874091299714,1
2964,1939,46.25874091299714,1
2964,151,46.25874091299714,1
2964,558,46.25874091299714,1
2964,2056,46.25874091299714,1
3011,1383,26.81076987791986,1
2959,980,38.13498530106686,1
2970,593,146.55008687697514,1
2973,1259,31.119364895247323,1
2977,2689,38.87350655362797,1
2983,886,16.71889821343287,1
3051,733,6.768958947358377,1
3052,1206,8.026419698504187,1
3003,1786,11.687283838305435,1
3004,1128,14.894430085112047,1
3004,2263,14.894430085112047,1
3004,508,14.894430085112047,1
3004,1803,14.894430085112047,1
3004,1800,14.894430085112047,1
2994,1743,2.907045665419879,1
2995,2892,11.874515738248618,1
3013,481,13.35157104058996,1
3053,2090,14.979456663277727,1
3054,2412,17.573967726328693,1
3015,1841,139.95667533469282,1
3026,2512,17.505500489099433,1
3017,1748,4.123997797011975,1
3027,2832,3.5244057819403984,1
3028,3065,2.5673927836468167,21
3028,3066,2.5673927836468167,38
3007,1019,3.9457205603964054,1
3019,2376,9.884810334367076,1
3039,377,2.8762061200037023,1
3055,445,3.0260623276043117,1
3056,1647,4.06281226965017,1
3041,1002,2.4428714153573003,1
3042,2348,1.3241019603398487,1
2987,1675,21.559618422736882,1
2999,1873,101.92589267739147,1
3000,1276,20.081200236067094,1
2989,3067,24.918800719452165,5
2989,3068,24.918800719452165,11
3001,1398,15.726722082531422,1
3031,1897,7.826034343972736,1
3043,2586,5.416577376240859,1
3057,1026,7.183150774905413,1
3058,3069,2.975042598512224,13
3058,3070,2.975042598512224,7
3045,222,15.632657331992919,1
3059,1444,36.93601441081926,1
3060,672,3.927361930248126,1
3061,2208,15.117476954994016,1
3062,2168,19.906839247383644,1
3048,1414,2.21474960422219,1
3023,569,28.310184432058985,1
3035,912,21.979019720885745,1
3049,2173,45.390204563115326,1
3063,3071,1.4242050309681917,12
3063,3072,1.4242050309681917,112
3064,3073,1.3958114879361585,24
3064,3074,1.3958114879361585,752
2944,2237,40.14973473816386,1
2945,2003,78.77609425969344,1
2953,395,88.86510217133812,1
2991,18,20.823125141042453,1
2992,231,18.590246375725247,1
3037,2677,37.346031780788074,1
3038,708,46.369622681807805,1
3038,1369,46.369622681807805,1
3038,1219,46.369622681807805,1
3038,665,46.369622681807805,1
3038,1302,46.369622681807805,1
2949,328,208.55152154140265,1
3011,2629,35.65700681931215,1
2959,1299,42.76726802274218,1
2970,2785,148.45474970635829,1
2973,1947,34.27437554690879,1
2977,2875,89.18849509951367,1
2983,2861,17.255583231863344,1
3051,1555,9.700787883968387,1
3052,1979,10.068429100102682,1
3003,66,21.730520487286153,1
2994,3075,4.397691470094042,12
2994,3076,4.397691470094042,40
2995,1624,14.476827617083929,1
3013,1423,19.473333578084997,1
3053,1628,18.403765514159765,1
3054,474,20.83784569427507,1
3015,2508,148.92640748591916,1
3026,1173,21.427733943377763,1
3017,848,5.733809581100848,1
3027,2828,3.638409065102377,1
3065,803,3.7081236871007586,1
3066,2730,4.433904850444143,1
3007,2110,4.087590410852072,1
3019,2632,10.586371944113958,1
3039,3077,3.141737620318746,15
3039,3078,3.141737620318746,34
3055,296,4.672003336726661,1
3056,3079,5.3637791313043905,15
3056,3080,5.3637791313043905,10
3041,3081,2.455099475491533,22
3041,3082,2.455099475491533,24
3042,3083,1.3742483688916622,372
3042,3084,1.3742483688916622,162
2987,1412,22.471643848698818,1
2999,1883,108.04483868789728,1
2999,143,108.04483868789728,1
2999,2582,108.04483868789728,1
2999,2610,108.04483868789728,1
2999,1933,108.04483868789728,1
3000,2710,20.675884002345185,1
3000,341,20.675884002345185,1
3067,1577,29.702464931687178,1
3067,317,29.702464931687178,1
3067,1576,29.702464931687178,1
3067,882,29.702464931687178,1
3067,993,29.702464931687178,1
3068,1737,24.918800719452165,1
3001,2164,15.938733898643566,1
3031,242,9.110164057229042,1
3043,746,9.015041905359427,1
3057,1943,13.075386900641567,1
3069,1665,4.617861602993559,1
3070,1679,2.975042598512224,1
3045,2063,18.653800260579224,1
3059,1350,64.60672001602994,1
3060,3085,4.90542322482415,6
3060,3086,4.90542322482415,7
3061,858,16.996340320679817,1
3062,25,36.16214578171733,1
3048,787,2.2517889246446403,1
3023,2156,36.149328950984355,1
3035,2174,24.057705694184573,1
3049,1134,88.31170941893298,1
3071,1843,6.999554512938066,1
3072,3087,1.5438562605992776,11
3072,3088,1.5438562605992776,101
3073,1232,2.8443255412221404,1
3074,3089,1.4254711035149792,497
3074,3090,1.4254711035149792,255
2944,2197,42.70126119024611,1
2945,973,86.97985138815976,1
2953,117,104.66393684974894,1
2991,181,25.694785561609876,1
2992,2050,19.90978042595922,1
3037,287,41.10886475192027,1
2949,261,212.35615294630685,1
3011,630,39.44581065241831,1
2959,1451,67.75209785451395,1
2970,1968,165.46266323042408,1
2973,943,38.32191348353221,1
2977,206,101.46367397741182,1
2983,978,17.261897855002733,1
3051,2087,9.700787883968387,1
3051,1554,9.700787883968387,1
3051,2636,9.700787883968387,1
3051,2878,9.700787883968387,1
3051,2190,9.700787883968387,1
3052,1326,10.531391170344898,1
3003,1110,22.657696303735666,1
3075,1180,4.411845249640635,1
3076,3091,5.08536633497549,19
3076,3092,5.08536633497549,21
2995,472,14.814994388261782,1
3013,476,20.037146480843887,1
3013,2419,20.037146480843887,1
3013,353,20.037146480843887,1
3013,1747,20.037146480843887,1
3013,54,20.037146480843887,1
3053,1646,20.321271654718352,1
3053,57,20.321271654718352,1
3053,1756,20.321271654718352,1
3053,489,20.321271654718352,1
3053,348,20.321271654718352,1
3054,1095,26.253222145103745,1
3015,2509,157.31904664711465,1
3026,1164,22.948260404103326,1
3026,572,22.948260404103326,1
3026,2511,22.948260404103326,1
3026,1165,22.948260404103326,1
3026,102,22.948260404103326,1
3017,2095,6.093538584461922,1
3027,2829,3.6552468004382748,1
3065,536,5.308372609207558,1
3066,1653,4.463601863783205,1
3007,1589,4.173192671171086,1
3019,1295,10.65693241910156,1
3077,1081,3.207168217301751,1
3078,1080,3.287864382794895,1
3055,300,4.8179989769358755,1
3079,1712,5.3637791313043905,1
3080,2795,6.219373909815054,1
3081,2460,2.455099475491533,1
3082,53,3.310128741207688,1
3083,3093,1.6148817389972785,65
3083,3094,1.6148817389972785,307
3084,3095,1.770087238428905,34
3084,3096,1.770087238428905,128
2987,1355,24.006544135688205,1
3000,633,20.675884002345185,1
3000,1954,20.675884002345185,1
3000,642,20.675884002345185,1
3000,1224,20.675884002345185,1
3000,1243,20.675884002345185,1
3068,883,28.519931395552568,1
3001,1038,17.27695295338579,1
3031,739,12.78642576590133,1
3043,1247,25.153751522727344,1
3057,2621,16.808296959903622,1
3069,177,5.119894432647394,1
3070,1988,4.470740781862798,1
3045,1930,22.415381295636173,1
3059,1667,81.19734985335595,1
3085,1235,31.402458527826877,1
3086,2186,25.557313087182212,1
3061,1960,19.452156729963054,1
3062,1938,43.89369783356177,1
3048,1258,2.404664341101275,1
3023,2182,42.21873817051127,1
3035,2011,24.30496521865471,1
3035,2682,24.30496521865471,1
3035,289,24.30496521865471,1
3035,2675,24.30496521865471,1
3035,195,24.30496521865471,1
3049,2470,88.31170941893298,1
3049,2823,88.31170941893298,1
3049,535,88.31170941893298,1
3049,2472,88.31170941893298,1
3049,1806,88.31170941893298,1
3071,570,8.064764831968875,1
3087,983,25.802841694702714,1
3088,2788,1.6981188628538222,1
3073,3097,4.864591767802679,11
3073,3098,4.864591767802679,12
3089,1449,1.6237849873461845,1
3090,313,1.664435469499795,1
2944,2667,51.157712725143156,1
2945,2288,88.58458253428601,1
2953,2523,104.66393684974894,1
2991,400,26.257516888122876,1
2992,2706,20.542887392634988,1
3037,273,48.78697869731818,1
2949,2491,270.2365400497526,1
3011,1962,47.040096392879235,1
2959,1889,75.46118527444517,1
2970,2911,182.49021084675203,1
2973,170,39.6252081778441,1
2977,2555,181.00746842977816,1
2983,2191,17.33883221186882,1
3052,1985,19.786574555704227,1
3003,2381,23.815824941582857,1
3075,1713,6.336341199552231,1
3091,574,5.883128692428319,1
3092,1183,5.08536633497549,1
2995,2504,17.94412565781799,1
3054,2418,30.29678266612175,1
3015,2506,160.37228948619997,1
3015,97,160.37228948619997,1
3015,95,160.37228948619997,1
3015,1160,160.37228948619997,1
3015,533,160.37228948619997,1
3017,2750,7.214116715408415,1
3027,68,8.464910065055687,1
3065,564,5.530522223551158,1
3066,79,4.994333254483799,1
3007,1588,5.387146418749803,1
3019,2018,10.692677368870084,1
3077,469,3.7479548152093196,1
3078,542,3.423678088313245,1
3055,2228,5.150403373689043,1
3079,1745,7.343815456016697,1
3080,2317,6.714111847174073,1
3081,828,2.875609761078955,1
3082,3099,3.590542022910987,15
3082,3100,3.590542022910987,8
3093,368,3.4052141415135084,1
3094,1050,1.6148817389972785,1
3095,1659,1.770087238428905,1
3096,2890,2.8767067314920927,1
2987,1677,24.533449850793946,1
3068,361,30.27891220831048,1
3001,451,18.112146319052908,1
3031,2167,14.451169215431555,1
3043,1249,40.326132801008356,1
3057,2781,24.265087138582995,1
3069,1974,5.550179837847707,1
3070,2539,4.470740781862798,1
3070,2233,4.470740781862798,1
3070,1992,4.470740781862798,1
3070,923,4.470740781862798,1
3070,2016,4.470740781862798,1
3045,2840,23.71584239575314,1
3059,595,93.90845629934684,1
3085,2597,31.402458527826877,1
3085,180,31.402458527826877,1
3085,1371,31.402458527826877,1
3085,2743,31.402458527826877,1
3085,1415,31.402458527826877,1
3086,2872,31.484275697004318,1
3061,2497,21.0747978782645,1
3062,926,45.614788107000514,1
3048,1595,2.4303695365009705,1
3023,268,54.518563915838335,1
3071,2830,29.322230191491983,1
3087,2124,27.017412595755275,1
3088,3101,2.454113074509816,45
3088,3102,2.454113074509816,55
3097,2608,14.901534102702254,1
3098,1336,5.190319196510917,1
3089,2533,1.6316666063255916,1
3090,1541,2.449915244657855,1
2944,2683,53.52758862075316,1
2945,1511,90.94227467124051,1
2953,2532,127.49199840969385,1
2953,1876,127.49199840969385,1
2953,2355,127.49199840969385,1
2953,144,127.49199840969385,1
2953,1214,127.49199840969385,1
2991,1668,27.05268444165461,1
2992,1898,23.348918124301928,1
3037,709,48.78697869731818,1
2949,1250,298.37082820313384,1
3011,652,52.12094984084368,1
2959,333,80.36338944224921,1
2970,1886,212.07322309815072,1
2970,2058,212.07322309815072,1
2970,1049,212.07322309815072,1
2970,1204,212.07322309815072,1
2970,2536,212.07322309815072,1
2973,330,45.09126897259621,1
2977,283,604.1403030801063,1
2983,742,18.86510749299969,1
2983,27,18.86510749299969,1
2983,720,18.86510749299969,1
2983,2695,18.86510749299969,1
2983,2670,18.86510749299969,1
3052,794,33.18046088276487,1
3003,450,28.881322868792836,1
3075,2793,11.48059231837614,1
3091,69,5.883128692428319,1
3092,2459,8.899976380183226,1
2995,250,17.95071115890933,1
3054,1734,31.343657742014138,1
3017,247,7.667739473530309,1
3027,1578,9.993660583728023,1
3065,9,8.219873084627475,1
3066,3103,5.451745025600254,7
3066,3104,5.451745025600254,28
3007,2904,5.6495872513786125,1
3019,2253,10.692677368870084,1
3077,229,4.247883148180774,1
3078,139,3.8573897288450123,1
3055,2071,5.184306233942245,1
3079,862,8.34448935046962,1
3080,1785,8.347294157596746,1
3081,1640,16.114013292502968,1
3099,365,3.590542022910987,1
3100,2521,21.362940886058276,1
3093,1113,3.5392083196341604,1
3094,15,1.9901690689992286,1
3095,2524,1.9049922675549222,1
3096,253,3.4381180995769087,1
2987,2054,26.73575194756643,1
3068,550,33.15457090106559,1
3001,1673,20.259327666212968,1
3031,84,19.89092836028153,1
3043,2651,105.94046073612265,1
3057,1194,27.185341135781325,1
3069,2040,9.098513545645606,1
3045,2596,28.335357629835954,1
3059,1377,158.40123810890785,1
3086,2239,38.53124053717461,1
3086,1387,38.53124053717461,1
3086,2634,38.53124053717461,1
3086,2029,38.53124053717461,1
3086,744,38.53124053717461,1
3061,2496,34.568001539235176,1
3062,2580,46.695406751349736,1
3048,3105,2.5873244795506594,32
3048,3106,2.5873244795506594,157
3023,2803,60.57729798372405,1
3071,100,56.69647353648278,1
3087,2277,29.935229987301305,1
3101,1136,2.585133179975466,1
3102,3107,2.8409921768548037,22
3102,3108,2.8409921768548037,33
3097,2306,21.503577021546437,1
3098,1403,6.266918648080452,1
3089,3109,1.6667019507990124,19
3089,3110,1.6667019507990124,476
3090,3111,2.486231572757361,16
