attribution_Order,attribution_PID,attribution_MS SubClass,attribution_MS Zoning,attribution_Lot Frontage,attribution_Lot Frontage_missing,attribution_Lot Area,attribution_Street,attribution_Alley,attribution_Alley_missing,attribution_Lot Shape,attribution_Land Contour,attribution_Utilities,attribution_Lot Config,attribution_Land Slope,attribution_Neighborhood,attribution_Condition 1,attribution_Condition 2,attribution_Bldg Type,attribution_House Style,attribution_Overall Qual,attribution_Overall Cond,attribution_Year Built,attribution_Year Remod/Add,attribution_Roof Style,attribution_Roof Matl,attribution_Exterior 1st,attribution_Exterior 2nd,attribution_Mas Vnr Type,attribution_Mas Vnr Type_missing,attribution_Mas Vnr Area,attribution_Mas Vnr Area_missing,attribution_Exter Qual,attribution_Exter Cond,attribution_Foundation,attribution_Bsmt Qual,attribution_Bsmt Qual_missing,attribution_Bsmt Cond,attribution_Bsmt Cond_missing,attribution_Bsmt Exposure,attribution_Bsmt Exposure_missing,attribution_BsmtFin Type 1,attribution_BsmtFin Type 1_missing,attribution_BsmtFin SF 1,attribution_BsmtFin SF 1_missing,attribution_BsmtFin Type 2,attribution_BsmtFin Type 2_missing,attribution_BsmtFin SF 2,attribution_BsmtFin SF 2_missing,attribution_Bsmt Unf SF,attribution_Bsmt Unf SF_missing,attribution_Total Bsmt SF,attribution_Total Bsmt SF_missing,attribution_Heating,attribution_Heating QC,attribution_Central Air,attribution_Electrical,attribution_Electrical_missing,attribution_1st Flr SF,attribution_2nd Flr SF,attribution_Low Qual Fin SF,attribution_Gr Liv Area,attribution_Bsmt Full Bath,attribution_Bsmt Full Bath_missing,attribution_Bsmt Half Bath,attribution_Bsmt Half Bath_missing,attribution_Full Bath,attribution_Half Bath,attribution_Bedroom AbvGr,attribution_Kitchen AbvGr,attribution_Kitchen Qual,attribution_TotRms AbvGrd,attribution_Functional,attribution_Fireplaces,attribution_Fireplace Qu,attribution_Fireplace Qu_missing,attribution_Garage Type,attribution_Garage Type_missing,attribution_Garage Yr Blt,attribution_Garage Yr Blt_missing,attribution_Garage Finish,attribution_Garage Finish_missing,attribution_Garage Cars,attribution_Garage Cars_missing,attribution_Garage Area,attribution_Garage Area_missing,attribution_Garage Qual,attribution_Garage Qual_missing,attribution_Garage Cond,attribution_Garage Cond_missing,attribution_Paved Drive,attribution_Wood Deck SF,attribution_Open Porch SF,attribution_Enclosed Porch,attribution_3Ssn Porch,attribution_Screen Porch,attribution_Pool Area,attribution_Pool QC,attribution_Pool QC_missing,attribution_Fence,attribution_Fence_missing,attribution_Misc Feature,attribution_Misc Feature_missing,attribution_Misc Val,attribution_Mo Sold,attribution_Yr Sold,attribution_Sale Type,attribution_Sale Condition
0.0,84.14574207698449,0.0,0.0,-14.409592751802975,0.0,-135.29544624000226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11014.260640809272,0.0,4881.60438179346,-31.841779100014335,0.0,0.0,0.0,0.0,0.0,0.0,-42.04882496035239,0.0,0.0,0.0,0.0,-836.7221019906045,0.0,0.0,0.0,0.0,0.0,-98.7566383014891,0.0,-694.0086195300125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1516.5837223094502,0.0,0.0,0.0,0.0,0.0,0.0,-613.0096006009769,551.2674623214573,0.0,418.7252266584008,0.0,0.0,0.0,0.0,396.92634918530933,0.0,0.0,0.0,-501.8200663545255,0.0,0.0,409.91200067859285,0.0,69.61814746462737,837.8363033077943,0.0,19.130236344122512,0.0,559.789434897842,0.0,-787.1470074657456,0.0,-174.08108678862538,0.0,0.0,0.0,0.0,0.0,0.0,-5.954007652518266,3.19551313785631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.14574207698449,0.0,0.0,-14.409592751802975,0.0,-135.29544624000226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11274.487134104304,0.0,4836.712804696083,46.37801428694708,0.0,0.0,0.0,0.0,0.0,0.0,-42.04882496035239,0.0,0.0,0.0,0.0,-842.8590655849003,0.0,0.0,0.0,0.0,0.0,35.07326871079192,0.0,-399.05956141622073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1461.474146431706,0.0,0.0,0.0,0.0,0.0,0.0,-538.9345114530036,-239.17429967254765,0.0,-7480.295661105491,0.0,0.0,0.0,0.0,396.92634918530933,0.0,0.0,0.0,-411.73346936077206,0.0,0.0,-345.08031800703895,0.0,-31.564823656612116,746.4885370695209,0.0,58.049999663436154,0.0,559.789434897842,0.0,-787.1470074657456,0.0,-174.08108678862538,0.0,0.0,0.0,0.0,0.0,0.0,20.381365058690832,2.7864439768048426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.14574207698449,0.0,0.0,-14.409592751802975,0.0,-135.29544624000226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11049.418949380231,0.0,4798.605005297467,-31.841779100014335,0.0,0.0,0.0,0.0,0.0,0.0,-44.74025174173069,0.0,0.0,0.0,0.0,-825.2681654811635,0.0,0.0,0.0,0.0,0.0,-98.7566383014891,0.0,-561.7738657084383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1630.5264533969482,0.0,0.0,0.0,0.0,0.0,0.0,-622.0774443079133,-239.17429967254765,0.0,-3925.715320445835,0.0,0.0,0.0,0.0,396.92634918530933,0.0,0.0,0.0,-411.73346936077206,0.0,0.0,409.91200067859285,0.0,47.954251324468416,746.4885370695209,0.0,19.130236344122512,0.0,559.789434897842,0.0,-787.1470074657456,0.0,-174.08108678862538,0.0,0.0,0.0,0.0,0.0,0.0,2.1202726916166377,2.7864439768048426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.14574207698449,0.0,0.0,-14.409592751802975,0.0,-171.41297422735244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7154.399311744467,0.0,4103.297658148144,-46.446554945640834,0.0,0.0,0.0,0.0,0.0,0.0,-50.280333069845945,0.0,0.0,0.0,0.0,-1178.6953065105945,0.0,0.0,0.0,0.0,0.0,42.15277287275453,0.0,-660.4918832979467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.4356831897082,0.0,0.0,0.0,0.0,0.0,0.0,-314.48101898497293,-132.82371490416628,0.0,-7154.822751223517,0.0,0.0,0.0,0.0,-280.985149989574,0.0,0.0,0.0,133.33570119435527,0.0,0.0,409.91200067859285,0.0,47.954251324468416,617.599315375728,0.0,10.537842053965791,0.0,-472.48235125516214,0.0,-1011.1332822001644,0.0,-302.30831684896043,0.0,0.0,0.0,0.0,0.0,0.0,-8.714890608899879,6.817443716933338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,71.72553335511829,0.0,0.0,-14.409592751802975,0.0,-278.27559665372974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37326.58991279498,0.0,2747.373897881522,-46.446554945640834,0.0,0.0,0.0,0.0,0.0,0.0,-163.62670976052533,0.0,0.0,0.0,0.0,-1380.8393787073048,0.0,0.0,0.0,0.0,0.0,42.15277287275453,0.0,-730.1951918557861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4798.391007698094,0.0,0.0,0.0,0.0,0.0,0.0,-67.18315224578753,-298.49383754818354,0.0,-3152.3228522452932,0.0,0.0,0.0,0.0,-224.5194122744967,0.0,0.0,0.0,133.33570119435527,0.0,0.0,-345.08031800703895,0.0,-130.50500117035548,406.8735618707775,0.0,10.537842053965791,0.0,559.789434897842,0.0,-990.8817219708568,0.0,-288.37120290554685,0.0,0.0,0.0,0.0,0.0,0.0,6.7217442855859915,6.817443716933338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,405.8593110849696,0.0,0.0,-39.59172975603785,0.0,1402.539043069732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45763.77658679457,0.0,4124.798467178239,427.1744810586437,0.0,0.0,0.0,0.0,0.0,0.0,-227.58008343883756,0.0,0.0,0.0,0.0,-1619.4373758951815,0.0,0.0,0.0,0.0,0.0,42.15277287275453,0.0,4414.377697878865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4590.138699566606,0.0,0.0,0.0,0.0,0.0,0.0,1096.9222698244341,4832.628772984276,0.0,26073.303083068495,0.0,0.0,0.0,0.0,1653.6197528818352,0.0,0.0,0.0,3601.8264608853815,0.0,0.0,409.91200067859285,0.0,69.61814746462737,386.50081283242235,0.0,10.537842053965791,0.0,315.27444716557795,0.0,9811.697791392917,0.0,987.1817399786114,0.0,0.0,0.0,0.0,0.0,0.0,66.22342750085336,8.530613060584974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,259.52178362630127,0.0,0.0,461.1012362813689,0.0,169.9646711532259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36798.42543518425,0.0,4369.051794479339,63.90374530169889,0.0,0.0,0.0,0.0,0.0,0.0,-153.5729284287961,0.0,0.0,0.0,0.0,-1460.11817261205,0.0,0.0,0.0,0.0,0.0,42.15277287275453,0.0,-817.3912129407747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1803.991752261726,0.0,0.0,0.0,0.0,0.0,0.0,-1227.2740212864082,-410.49943415591866,0.0,744.4276713440568,0.0,0.0,0.0,0.0,76.81092256095889,0.0,0.0,0.0,-501.8200663545255,0.0,0.0,-345.08031800703895,0.0,-45.82460339443827,422.9195435926127,0.0,10.537842053965791,0.0,559.789434897842,0.0,-990.8817219708568,0.0,-292.9223691819803,0.0,0.0,0.0,0.0,0.0,0.0,-8.714890608899879,3.19551313785631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,405.8593110849696,0.0,0.0,-240.25712887099036,0.0,-647.6640704351377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58449.90160416143,0.0,4429.12677312301,65.58811685559307,0.0,0.0,0.0,0.0,0.0,0.0,-405.06016648976106,0.0,0.0,0.0,0.0,8722.628029310476,0.0,0.0,0.0,0.0,0.0,42.15277287275453,0.0,4757.591788106147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4888.06345648204,0.0,0.0,0.0,0.0,0.0,0.0,5267.22729438477,-414.77782124596484,0.0,6409.895631243649,0.0,0.0,0.0,0.0,-224.5194122744967,0.0,0.0,0.0,3601.8264608853815,0.0,0.0,409.91200067859285,0.0,69.61814746462737,338.8319470194935,0.0,10.537842053965791,0.0,643.5581996742959,0.0,8766.986798273703,0.0,1062.2619424247766,0.0,0.0,0.0,0.0,0.0,0.0,-31.588781997048677,67.35655906188218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,71.72553335511829,0.0,0.0,51.95090179510922,0.0,331.6552780357951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16401.508354231606,0.0,-3347.84438139529,-20.069116920018253,0.0,0.0,0.0,0.0,0.0,0.0,-44.74025174173069,0.0,0.0,0.0,0.0,-1001.0858957221686,0.0,0.0,0.0,0.0,0.0,-26.165771895352698,0.0,-493.4677029728359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1571.9082685852752,0.0,0.0,0.0,0.0,0.0,0.0,-686.1304426582698,-239.17429967254765,0.0,-6947.212689471576,0.0,0.0,0.0,0.0,-279.52457402956355,0.0,0.0,0.0,-411.73346936077206,0.0,0.0,-422.47855434715154,0.0,-70.0914305253668,-943.6332735050383,0.0,58.049999663436154,0.0,-561.3500566625523,0.0,-807.3985676950532,0.0,-204.5752149932236,0.0,0.0,0.0,0.0,0.0,0.0,2.1202726916166377,2.7864439768048426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,247.1015749044351,0.0,0.0,-38.21609230791729,0.0,370.5149433059807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12481.34418312915,0.0,-358.8133858304005,-36.07753572722324,0.0,0.0,0.0,0.0,0.0,0.0,-42.04882496035239,0.0,0.0,0.0,0.0,-1093.213299261212,0.0,0.0,0.0,0.0,0.0,132.37591942540035,0.0,24.82958638186581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116.973229643303,0.0,0.0,0.0,0.0,0.0,0.0,2805.4975209336726,-127.16870306481242,0.0,15864.671594176774,0.0,0.0,0.0,0.0,396.92634918530933,0.0,0.0,0.0,-979.3687630376917,0.0,0.0,519.4378068202617,0.0,198.26721331650162,945.8586338639806,0.0,19.130236344122512,0.0,-295.54105420174943,0.0,-864.3487621073099,0.0,-163.28000095721382,0.0,0.0,0.0,0.0,0.0,0.0,85.68076874028536,8.530613060584974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
