,distance,from,to
137,0.004017277781973315,10267,9384
138,0.004048688293462577,4962,8809
139,0.004106057090286219,714,3089
140,0.0041166647435342645,10316,4901
141,0.004143226982204091,6259,9320
142,0.004193428321678383,9743,6259
143,0.004196776974300724,8617,2893
144,0.004200881780136224,775,6872
145,0.0042200110322331225,4595,1825
146,0.004245232882072132,3324,3534
147,0.004306963444404153,10103,5973
148,0.004308244808592583,8663,772
149,0.004338329690588086,688,5009
150,0.004373079713173152,6224,10316
151,0.0044153042748473065,9135,7225
152,0.004431458185684717,9816,9135
153,0.004431458185684717,8891,1763
154,0.004447243740592258,4065,3737
155,0.00445658314140071,3263,8126
156,0.00451729225528074,917,775
157,0.004525801211636245,10403,3263
158,0.004526996551271941,6652,5973
159,0.004564786821482815,8854,3899
160,0.004564786821482815,2200,8617
161,0.004579383397649823,4339,9792
162,0.004590851291799347,6858,8815
163,0.004622919501656431,3729,3263
164,0.004647881753338768,3696,4901
165,0.004647881753338768,1628,10316
166,0.0047143115705428175,7212,8891
167,0.004735338957374751,4060,8815
168,0.004776028612663173,8656,9743
169,0.004776028612663173,10351,9320
170,0.0048029937289302,1753,7669
171,0.004919648758300967,5111,10316
172,0.004930348758410472,1756,1753
173,0.0050807064321289975,4799,3943
174,0.005081860576651742,9393,8083
175,0.005127292048689751,3391,8727
176,0.005127292048689751,234,3391
177,0.005128685025945025,4773,3696
178,0.005167681513473246,6136,9320
179,0.005186275175672195,7274,6105
180,0.005278216239546727,5314,1742
181,0.005309978178251567,944,3391
182,0.005348526643843739,9044,7274
183,0.005360631369216911,7214,6708
184,0.005377697107004026,8077,6858
185,0.005377697107004026,3511,10165
186,0.005434515204901307,3195,4946
187,0.005438941747817021,293,234
188,0.005498777690140412,5598,485
189,0.005535208134919542,8863,10403
190,0.005565051889926496,6213,9279
191,0.005694341108311447,9293,8663
192,0.0057134647398004446,5173,9293
193,0.005728372652447267,259,2200
194,0.005731242458575518,996,7803
195,0.005745866229384865,4731,5750
196,0.005766116894921997,1478,7225
197,0.005840450795895373,408,485
198,0.005840450795895373,5950,485
199,0.005888597931237867,3986,6228
200,0.005905238867545474,7978,4060
201,0.005950933389171946,8293,5173
202,0.005951763153277334,830,5598
203,0.0060194406086864875,1987,234
204,0.006038084249906929,432,4339
205,0.006062449065227889,8952,7225
206,0.0061026999973564505,6977,6953
207,0.006124752266390469,4730,5950
208,0.006139393147999197,8590,10178
209,0.006166672798734211,9341,4773
210,0.006187867836082276,5795,6224
211,0.006262244795268651,6293,8854
212,0.006293955275811216,2683,9739
213,0.006297095714126191,3204,688
214,0.006346138460495753,2755,613
215,0.006371381288514654,6600,5260
216,0.006391522920654578,5123,3204
217,0.006502676877117644,6990,8656
218,0.006542025152109578,1688,234
219,0.00667942673101591,2226,830
220,0.006851860403950475,9484,1478
221,0.006885576594731253,3633,5795
222,0.006986823506579814,539,5314
223,0.006989728116668818,2502,4730
224,0.007012788756545688,3219,8863
225,0.007078902569861032,3859,7879
226,0.007176414961814061,3086,3204
227,0.0072915797547664415,6409,6742
228,0.007325470976897481,9563,259
229,0.007325612884820577,4985,3086
230,0.007325612884820577,8627,5123
231,0.0074130057300929005,7176,6600
232,0.0074130057300929005,555,5260
233,0.007479617353222991,3336,8627
234,0.007480962909388505,9419,6600
235,0.007480962909388505,5328,555
236,0.007540945139305631,9006,1756
237,0.007547314491511622,1884,1688
238,0.007547490488091037,4564,4731
239,0.007555477865185398,3531,8083
240,0.0075557191992332035,3824,996
241,0.007557539842459034,8627,8590
242,0.007735592128934571,6210,4962
243,0.007769024950400701,9905,432
244,0.007839973686195838,671,9378
245,0.007914395140767123,3066,8293
246,0.007957627196737276,6054,917
247,0.008039506064269798,8196,5148
248,0.008052940802091964,5937,1688
249,0.008113736101023032,9308,3219
250,0.008127611198506223,7042,3923
251,0.008185130488455126,5018,671
252,0.008197838928337413,8603,10312
253,0.00819985510561989,3791,3586
254,0.008360960035086231,8558,9308
255,0.008384375483307541,4796,3824
256,0.008417216025956934,1586,5795
257,0.008458618273949831,7084,3718
258,0.008460157095015412,3111,4065
259,0.008476550705242362,3515,3791
260,0.008496213459434222,4002,3515
261,0.008597711844345105,3842,8603
262,0.008610997672730495,745,7084
263,0.008654734778513236,3476,3336
264,0.008677250416472375,3588,3791
265,0.00868521521238741,5743,5148
266,0.008780242019281933,7535,6652
267,0.008872063355721972,4937,3842
268,0.008941060732740832,367,5743
269,0.009023612358272991,4922,3066
270,0.00904440130678053,9261,7042
271,0.00907094980340416,4054,745
272,0.009099528554900848,7711,4796
273,0.009172022568696207,679,9563
274,0.009203992699511367,6021,8077
275,0.009318953326830174,2914,8077
276,0.009322356812978393,8634,7084
277,0.009322356812978393,680,3718
278,0.009439393146025795,3785,6267
279,0.009490622108617794,9734,10312
280,0.009683006935611147,3913,5018
281,0.009993868636365871,5168,8656
282,0.010179037317138626,4047,3586
283,0.010257951026213647,10245,9261
284,0.010338946544740199,3686,4796
285,0.01034255841453318,3172,3913
286,0.010351014102869418,824,4047
287,0.010357413546536225,5104,10312
288,0.010399304763810954,3520,4065
289,0.010648401107787971,1658,5743
290,0.010648401107787971,7385,8196
291,0.010652835981914079,5775,4730
292,0.01067885054752283,1908,8891
293,0.010696046611463558,3707,6054
294,0.010704106846864242,9617,7978
295,0.010741856631978056,7072,9378
296,0.010741856631978056,5479,671
297,0.010859058263130203,916,3923
298,0.011299552922668639,3607,10245
299,0.01136958020589398,986,9261
300,0.01136958020589398,986,4920
301,0.011444426313118814,4772,3531
302,0.011534115533329597,7306,6409
303,0.011676742229370882,6850,7076
304,0.011706269384352942,10292,5848
305,0.011764372571121185,7020,4772
306,0.012048696903571458,500,679
307,0.012097383233824414,4450,3696
308,0.012231996542287597,1479,469
309,0.012244404191957001,521,1812
310,0.012389847503014065,972,7084
311,0.012447955803677859,7599,9419
312,0.012452445496202003,4106,6850
313,0.012697674973913756,3513,3686
314,0.012701974940174363,3942,3515
315,0.012717415539342193,3593,7076
316,0.012742202998290814,3970,4047
317,0.012820924207319988,3640,6850
318,0.012831778740392359,4285,469
319,0.012883435787040577,10442,5775
320,0.013084828290894895,3318,2683
321,0.013187166129833916,1765,4564
322,0.013205586111857955,250,7274
323,0.01328522861809715,693,6021
324,0.013323925925411071,6255,5484
325,0.013434905777369529,1543,1479
326,0.013468962576511962,4064,3923
327,0.013576658731193618,1729,1812
328,0.013744772260000532,9238,7076
329,0.013783832358955899,743,6255
330,0.013968477161568614,8313,3172
331,0.014101554877093844,994,7020
332,0.014103654886215513,10434,4920
333,0.01412824113815232,4357,1831
334,0.014175850664767167,4801,6210
335,0.014185815171747657,8135,6255
336,0.01424201321677646,7805,3707
337,0.014396589499883504,10430,4801
338,0.014403272289014904,2737,521
339,0.014428248212546443,2938,2914
340,0.014516911020340304,4614,1578
341,0.014644630241668483,6252,6890
342,0.01469104229321231,6303,7711
343,0.014710724679223793,633,10430
344,0.014710724679223793,3502,10430
345,0.014759573501845605,412,9044
346,0.014781493657165513,4942,916
347,0.014807464191804929,2871,824
348,0.014887784286547431,8789,10430
349,0.014887784286547431,3894,633
350,0.01494166129402778,2592,1871
351,0.014951839437153806,2972,3970
352,0.015024625056427893,7032,10312
353,0.015109742935790756,4405,2100
354,0.015199024371632067,2739,5314
355,0.015315162533132993,380,250
356,0.01534118604293597,4574,2592
357,0.015438925110233594,10044,4357
358,0.01554043074686735,800,4920
359,0.01565061851960896,1519,4614
360,0.01566766694121103,8067,7076
361,0.015686217109172246,2735,4405
362,0.0157366697532545,1001,4920
363,0.015807037628201206,3026,3588
364,0.015864248361000102,5772,8729
365,0.015868052618465023,6957,4054
366,0.016034145028490793,3994,2735
367,0.01611525224204517,4939,824
368,0.016120205022436062,5656,2735
369,0.016120205022436062,2878,3994
370,0.016205434011596465,3178,4946
371,0.016246321413284536,8395,7112
372,0.016263572496026318,6772,4106
373,0.016269427675656922,453,1908
374,0.016595449165991132,195,5484
375,0.016629840214421952,8635,8558
376,0.016856066301679774,2184,1831
377,0.016862286030835342,3780,1001
378,0.016897464216316608,4140,6608
379,0.017191781129900885,1924,1871
380,0.017191781129900885,9925,2592
381,0.01719805064380165,10288,5328
382,0.01719878119290783,3654,3026
383,0.01728212389657806,47,6925
384,0.01728258385113388,4926,7805
385,0.01728258385113388,4926,6252
386,0.017316123404820936,7073,680
387,0.017373511970126484,10166,743
388,0.017393086422985756,3180,5487
389,0.017399801480076228,9196,9314
390,0.017468704992993037,6938,6021
391,0.017608234639586353,10144,4926
392,0.01769294849905859,9106,453
393,0.017719110508971948,6291,3785
394,0.017720495983247795,10074,1658
395,0.017760293426308884,4050,633
396,0.01780219239498445,8778,9925
397,0.017936553362628335,4307,1578
398,0.017969053143952418,2861,555
399,0.018181858374041803,8199,8729
400,0.0182075571200868,9066,1519
401,0.0182075571200868,7196,1578
402,0.018221882989659842,5883,2737
403,0.018221882989659842,850,1729
404,0.018238715854903827,3889,6890
405,0.018260130055250963,3673,412
406,0.018318744956290513,10238,9617
407,0.01837082379526278,5618,8395
408,0.018377445568813308,5861,469
409,0.018377445568813308,1996,1543
410,0.01842517117969044,8322,3180
411,0.0184659229456636,3844,10144
412,0.01849013934507752,1229,1381
413,0.01863585364975438,8961,8729
414,0.01867868211190097,1553,9106
415,0.01887540208246849,7733,4064
416,0.0188765212112902,3649,3889
417,0.019017613030366372,10367,1381
418,0.019078724100249907,8366,9419
419,0.019133006728250405,5342,10367
420,0.019270652350209666,5189,8322
421,0.019294500863572768,4376,2184
422,0.019294500863572768,9490,10044
423,0.01935852598107028,3191,4801
424,0.019361458210095012,9927,2739
425,0.01943465813857888,6007,8528
426,0.019519015898069595,487,8961
427,0.01952258556894062,3518,633
428,0.019618664214498597,4046,911
429,0.01962429080107036,9019,7112
430,0.01962429080107036,8912,8395
431,0.019761127760818304,4284,8961
432,0.019761127760818304,286,8199
433,0.019810396320711597,3569,10329
434,0.019810396320711597,3763,10329
435,0.019837923772810497,4021,3649
436,0.01994342431509578,6393,2403
437,0.019961964185802754,9424,8912
438,0.020151862462640825,7791,4046
439,0.020151862462640825,4635,4046
440,0.020236649217750893,8155,986
441,0.02036381008224241,5877,1229
442,0.02040264959053015,2199,18
443,0.02042104003001815,9331,5487
444,0.02058871864434484,425,1553
445,0.020610067030613476,3256,3354
446,0.020613787366385458,8821,4635
447,0.02066958539098404,9689,4046
448,0.020708141696531304,10039,2598
449,0.020853016012557804,10407,911
450,0.021028341294750754,553,1658
451,0.021050148239628474,9299,4922
452,0.021078243631446256,162,7072
453,0.021186757634106913,433,2403
454,0.021186757634106913,6670,2403
455,0.021219239611301753,3222,3549
456,0.021292236428829863,7809,659
457,0.021300797610999497,4000,3549
458,0.02140202788996922,10102,9811
459,0.021435194535643267,781,232
460,0.021510976086646122,2993,4046
461,0.021520463305120398,7971,7791
462,0.021538808343291586,7837,433
463,0.021557575488045627,2505,6670
464,0.021558875611421217,7596,500
465,0.021646645333870076,3479,3763
466,0.021671286651816078,6150,3593
467,0.02167213821310753,3019,9267
468,0.021760547697756327,2675,9484
469,0.022064040134816974,10397,3354
470,0.022080617794924116,1888,7306
471,0.022161645023700032,7453,5772
472,0.02230065696646504,8689,4614
473,0.022332307925712874,3895,6007
474,0.022332307925712874,9219,6007
475,0.02249670936798389,2948,9325
476,0.022550398798055635,4074,4942
477,0.022566735364042956,7308,1765
478,0.022576075765426275,547,9325
479,0.022595955169328403,10426,911
480,0.022595955169328403,6762,9689
481,0.02265018557802447,10179,8821
482,0.02266765895310977,815,10279
483,0.022794199591313007,5108,659
484,0.02288932256740933,7782,8528
485,0.02290671055703341,829,781
486,0.022948604148133205,3854,829
487,0.022948604148133205,5023,232
488,0.023048674893896594,8457,412
489,0.023055969238751754,3650,10329
490,0.023114684122380505,5763,10102
491,0.023187488265530628,8391,10093
492,0.02321615670197743,5674,8554
493,0.023227278931790805,856,8391
494,0.02327992097929322,9105,5763
495,0.02327992097929322,5762,9811
496,0.02331403087217155,850,6293
497,0.02343592209241774,4630,3649
498,0.02344530191079608,10457,3019
499,0.023463280484241147,8994,6608
500,0.023463280484241147,8218,4140
501,0.023498938699695316,7722,7809
502,0.023579258072119486,9208,10367
503,0.02359880608542871,3909,10397
504,0.02368679626881907,9732,6136
505,0.023701912126736006,9520,8228
506,0.023728127745669392,5232,2598
507,0.023744361113933028,6711,5232
508,0.023744361113933028,7558,10039
509,0.023752215537731977,8317,10279
510,0.023752215537731977,8039,815
511,0.023769970071342163,4746,7692
512,0.023798072989800263,10185,5487
513,0.0238026663850464,3950,9267
514,0.023868180448839278,7808,1381
515,0.02386898810781582,5094,2675
516,0.023872332413754797,8121,195
517,0.02387520386971882,5246,9019
518,0.02389775611792341,7198,7913
519,0.02403098924843184,8259,3131
520,0.02418832118425123,3749,1065
521,0.02423751772583671,5951,10442
522,0.02428388265997763,4666,8590
523,0.024462739928225043,6966,3354
524,0.0244934575705522,9224,3749
525,0.02451123167904164,10431,8633
526,0.02451123167904164,5540,10312
527,0.02451123167904164,5540,8633
528,0.024555446480795187,1330,7808
529,0.024955328658844023,10087,8371
530,0.025001502283494972,5445,9331
531,0.0250202815364309,3327,8039
532,0.0250202815364309,5566,10279
533,0.025057455845727643,2382,2100
534,0.025156318469718872,3857,2871
535,0.025190420999854742,4156,7433
536,0.025195435680826165,5065,5763
537,0.025274667223553975,7706,9689
538,0.025442863381992024,8691,7214
539,0.025453609216933133,2671,433
540,0.025643823115964273,7399,10093
541,0.025711717875953024,9986,10087
542,0.02574085848198831,5688,10102
543,0.025780369309265333,3769,4376
544,0.02579145142045461,1609,4285
545,0.025797266412034985,3620,3222
546,0.025804715718742786,4785,1381
547,0.02582905344394286,2863,8528
548,0.025864216199917772,9746,10166
549,0.025931913671116122,7589,6608
550,0.02596236775592499,3385,7589
551,0.025978096783783204,1685,8689
552,0.026028367600155762,8962,8554
553,0.026028367600155762,8777,5674
554,0.026046718540019765,7404,8218
555,0.0260933416643839,8192,6393
556,0.02612550634297375,3170,5189
557,0.02613756070908622,3005,3780
558,0.026168403595189453,5028,7722
559,0.02621132897776431,3023,6282
560,0.026211477656223676,5293,5023
561,0.026251689379437296,7417,9325
562,0.026251689379437296,3299,9325
563,0.026299441263178413,40,577
564,0.026342244451756213,6864,9734
565,0.02635680554260587,6160,3569
566,0.026471442188429995,4114,4046
567,0.026521285251958373,3378,829
568,0.026526014800822215,5894,2591
569,0.02660281120558138,4338,856
570,0.02660281120558138,9978,7399
571,0.02664610510300832,4905,3222
572,0.02687365436732872,9890,5317
573,0.02687365436732872,4622,9890
574,0.026903881944099033,6978,4746
575,0.026927854120988127,1876,10061
576,0.026987685089773544,6346,2287
577,0.02701487940886809,8472,8994
578,0.027082307715002658,7544,4825
579,0.027083229978707827,3519,3857
580,0.027124939193626615,5088,8635
581,0.02749632749645328,8127,8524
582,0.027522691004066506,7030,5422
583,0.027624039058933875,1213,1229
584,0.027708499210986465,6885,8371
585,0.027708499210986465,9003,10087
586,0.027736106734565072,6155,4244
587,0.027782258195848956,6189,10431
588,0.027812810599243544,1679,8777
589,0.027836283214393125,5909,9325
590,0.02789264358488836,3252,3763
591,0.027894774334602707,8871,10087
592,0.028001623106050116,461,6455
593,0.028007977339066757,7846,3909
594,0.02802807224587639,7510,331
595,0.02802807224587639,331,7198
596,0.02802807224587639,7510,5188
597,0.02804776503118102,9591,9224
598,0.028111719985245323,4863,10061
599,0.02812092962163571,10034,5317
600,0.028161272866412762,4977,994
601,0.028193050767551665,3291,3785
602,0.028236606677619836,945,7913
603,0.02828189361602253,6093,3769
604,0.02829742512751712,9159,2294
605,0.02832141398198061,4052,6762
606,0.028327877184972254,2372,3994
607,0.02833380014604439,9775,5188
608,0.028493534918860173,5930,1876
609,0.028532052699136824,5983,8576
610,0.028537025763306315,4546,9159
611,0.02870122861679326,1576,10094
612,0.028796799333948093,1817,1924
613,0.02879882830335239,9495,7417
614,0.02892835101494812,7285,6949
615,0.028961865409783714,4752,6926
616,0.028985956154380963,4497,2294
617,0.029005150529466617,8720,487
618,0.029006309686396874,3681,3857
619,0.029040368138590598,6991,6282
620,0.029049433669458686,10134,9413
621,0.02906973829187203,4953,3513
622,0.029159262596629362,10401,5445
623,0.029168603107320397,1783,9935
624,0.029196916871228985,4622,6547
625,0.029196916871228985,6547,8873
626,0.029231657220097927,7636,2598
627,0.029264645544589588,7710,8576
628,0.02928670903022874,3116,10457
629,0.029309306583047687,9017,18
630,0.029333231667525658,1858,2384
631,0.029333231667525658,7464,2384
632,0.029333231667525658,6393,1858
633,0.02935738029281876,9480,547
634,0.0293921000686366,10285,547
635,0.02952093536986498,5184,6294
636,0.02955074418981557,2724,6346
637,0.02955502891384187,877,2831
638,0.029563873060270113,10058,9017
639,0.029563873060270113,1648,18
640,0.02957385449840886,6995,3354
641,0.029575797735082482,6046,10357
642,0.02959818750681274,8341,5894
643,0.02962675574373067,5776,7453
644,0.029662762054892648,8685,10093
645,0.029667503212674043,5913,9935
646,0.029693314545786106,268,877
647,0.02969955157006285,5596,2287
648,0.029785551738909278,1579,3701
649,0.029786178050783544,6475,8341
650,0.029830442475712916,231,4939
651,0.02992778291505932,5386,9890
652,0.029953682233853352,2868,1537
653,0.029962497681314613,5823,8228
654,0.029980115683534304,7679,9775
655,0.02999132730562091,5146,8228
656,0.02999132730562091,7444,5823
657,0.029992008074322164,10043,461
658,0.030064395364915057,7678,4244
659,0.030122040474709573,5741,7464
660,0.03015915418411082,5632,1648
661,0.030170028752542256,6950,1876
662,0.030204937468466652,2594,8994
663,0.030219152207344897,2341,8259
664,0.03023674078272335,4802,9208
665,0.030402422993649078,7960,9617
666,0.030449575513178274,3819,5422
667,0.030449575513178274,2155,7030
668,0.030468638194932625,4601,6455
669,0.030519598153620202,6847,8962
670,0.030588729028049766,9604,8576
671,0.030588729028049766,4623,5983
672,0.0306091561875899,9690,10134
673,0.03062932513972558,4362,7510
674,0.03062932513972558,4345,7510
675,0.03067940909936262,8562,3960
676,0.03069182068942232,7961,757
677,0.03071189419118129,5218,4622
678,0.0307448844139564,9282,3569
679,0.030777060075277238,8686,9520
680,0.030777060075277238,5857,5823
681,0.030811195054819985,2103,2372
682,0.030841173975727828,4276,7464
683,0.030855723764912787,695,8524
684,0.030869243735625447,2393,2287
685,0.030900413064181734,3999,8778
686,0.030940615747847764,2985,8322
687,0.030968559058669496,8560,231
688,0.030987342804477444,9943,4825
689,0.03102366134371965,5027,8667
690,0.031033279133559234,476,2724
691,0.031033720850344303,1785,1783
692,0.031033720850344303,7336,5913
693,0.031049605849363893,6559,5601
694,0.031063289515469675,8400,6726
695,0.031069210719169214,739,3256
696,0.031089945996629995,4700,3019
697,0.031113022335297807,8584,695
698,0.031114601119930356,6,5094
699,0.031127947978167248,7489,8972
700,0.03114980699904141,2764,5951
701,0.031150088458377866,4453,2868
702,0.03124668064098564,3730,9732
703,0.03126742953526694,5562,3960
704,0.03146283815075599,3187,4000
705,0.0314844626403349,3162,911
706,0.03148932943184391,5866,1556
707,0.03148932943184391,1556,5422
708,0.031578514546246106,7841,3749
709,0.03158457507902133,1170,5342
710,0.03159496752436689,6036,5101
711,0.03162219590299951,674,5445
712,0.03166310084708597,687,3023
713,0.03167524067793807,2418,7196
714,0.03171214832581772,2456,4863
715,0.0317946545202596,5320,1031
716,0.03180186909293182,9837,7544
717,0.03180355617966659,8954,7607
718,0.031831276535531444,1845,2591
719,0.031831276535531444,9447,8341
720,0.031843931025734996,9813,4276
721,0.031880418026777636,3835,6189
722,0.03188523594557344,5090,695
723,0.0319385720984444,267,7153
724,0.03195264788797675,9089,3819
725,0.032018066650718074,2496,7517
726,0.032034428577567206,5057,10396
727,0.03213015178968978,1946,7201
728,0.03213286673242026,2409,1888
729,0.032176338023967986,862,659
730,0.032190901854403584,10021,1031
731,0.03220032390144577,7085,4000
732,0.03226334832293963,9809,2594
733,0.03226786250288803,5993,9690
734,0.03231621688663836,10298,2950
735,0.03233945582619922,8723,5057
736,0.03235049975463233,1624,9490
737,0.032353385989509806,9306,5057
738,0.032353385989509806,1855,10396
739,0.03236926862284943,4317,2948
740,0.032384506523636336,6893,10357
741,0.03243869102708599,4328,4431
742,0.03244463515529391,315,7607
743,0.03244463515529391,8998,7607
744,0.032455633497637776,9400,4752
745,0.03246999660410595,881,9616
746,0.03248659105530155,7735,8524
747,0.032490586719993816,4988,6436
748,0.03251412548502059,3230,6926
749,0.03254086101267421,10412,8668
750,0.032553763028534355,8902,5218
751,0.03263340963919805,10062,3769
752,0.03264564104051353,6412,1858
753,0.03264600139121304,615,9149
754,0.03265519142095221,1961,9809
755,0.0326553407105197,9714,9224
756,0.03265703678554653,8527,7201
757,0.03269113023335264,2320,6726
758,0.032710745270834465,761,5088
759,0.03271741756458666,9906,10077
760,0.032725416879134606,5577,5688
761,0.032726150526468156,8417,10277
762,0.032726150526468156,1843,10277
763,0.03274502645301898,6326,7837
764,0.03274502645301898,7224,6670
765,0.03275830075129604,5891,461
766,0.032789570512828325,9405,4746
767,0.03280913419947423,5161,6885
768,0.032821588374878634,3920,3536
769,0.03282321624898956,5382,8686
770,0.032836539732740345,7193,2155
771,0.0328729961765052,6701,7647
772,0.0329311841476511,7682,7961
773,0.032933407047010595,8461,8527
774,0.032933407047010595,8683,7201
775,0.032955919236083014,5207,7454
776,0.0329704704328452,990,8533
777,0.03303995891148755,8314,2103
778,0.033084450056939045,8976,615
779,0.03313035994781931,313,9490
780,0.033135085391652955,3702,7093
781,0.03317705882198275,5886,2346
782,0.033206663051025286,3383,1031
783,0.033291872950680285,3961,10062
784,0.033304733975799625,466,1943
785,0.033316437812381465,5092,5511
786,0.03332427133239202,7356,5232
787,0.0333292510335149,3420,10288
788,0.03334073979429961,2406,2393
789,0.03334620122364562,1975,5601
790,0.03336990890324572,8448,8417
791,0.0334630092113021,9541,5065
792,0.03346831959760209,3872,7198
793,0.033529767517968816,242,10426
794,0.033531802792980785,682,3278
795,0.033534477604277045,8164,5028
796,0.03353954929556909,7613,5674
797,0.033645336213088836,9209,8533
798,0.0336672908814591,9801,7647
799,0.03371644353014023,6489,1576
800,0.03375544855763014,697,6294
801,0.033765747805264035,8404,10043
802,0.033771547415740004,1016,2578
803,0.033777338914805846,6845,9616
804,0.03378163637021744,4251,1579
805,0.03378163637021744,5268,3701
806,0.03380746142188943,8028,615
807,0.03383349337483526,8974,1855
808,0.03384498150702617,7169,8314
809,0.033848541733484824,9231,9986
810,0.03389736482858798,7297,7454
811,0.03392943155813015,3496,3908
812,0.033955050033240695,6429,6949
813,0.033967723997616134,2796,2199
814,0.03399608091331132,6149,8562
815,0.034003130196782444,9894,7517
816,0.03400458770810901,5696,9544
817,0.03402334402197357,1308,5666
818,0.03405377707128451,3514,9695
819,0.03408127174317434,8599,3514
820,0.03408127174317434,8659,3514
821,0.03409167413543929,8230,6547
822,0.03413304881796747,29,10034
823,0.03418377449864712,8796,5666
824,0.03421006058574015,1657,2320
825,0.03422480108545429,3623,10401
